StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q15,Q16,Q97,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,NormalAbnormal,PsychBrain,Explanation,True,Do
2014-01-12 01:50:38,2014-01-12 01:59:00,0,,502,1,2014-01-12 01:59:00,R_86u32N5e4goMv2J,,2,7,6,7,4,4,4,2,4,7,2,2,2,4,4,4,4,6,80,70,50,50,60,60,75,60,98,98,15,15,9,dax,1,30,,"Interesting survey, I'd like to see the follow up for it.",3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 01:54:26,2014-01-12 01:59:19,0,,293,1,2014-01-12 01:59:19,R_ewEpAYsBdADW0WV,,2,7,7,7,7,2,1,2,1,7,7,6,4,4,4,4,4,6,70,90,60,50,80,80,70,70,90,85,15,10,9,dax,1,27,"No problems, everything was very concise.",General perceptions about empathy? I really don't know.,1,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of low levels of empathy and finding it most natural to consider a situation from the perspective of those in power.",false,don't
2014-01-12 02:02:39,2014-01-12 02:09:26,0,,407,1,2014-01-12 02:09:26,R_6eZNfbQG0VEUwFn,,2,7,7,2,2,7,7,1,4,7,7,1,1,4,4,4,4,4,90,70,50,60,75,80,70,60,90,90,25,15,9,dax,1,25,"I had no problems, per se, but the wording of the studies made it challenging for me to see the relation to the two objects referenced (killing being morally wrong, and neural transmissions).",Morality.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 02:42:59,2014-01-12 02:53:49,0,,650,1,2014-01-12 02:53:49,R_54QPlMZO1w02C1v,,2,7,7,7,7,7,7,7,7,7,7,1,1,7,4,7,4,2,100,100,90,75,90,90,75,75,100,100,15,10,9,dax,1,62,I found it  repetitious.,It was attempting to see how close of attention I was paying.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 12:36:15,2014-01-12 12:39:08,0,,173,1,2014-01-12 12:39:08,R_9MqYIYfq084tIBD,,2,7,7,6,6,7,1,7,7,7,7,1,1,2,2,4,4,5,99,90,99,90,80,25,80,99,99,100,12,5,9,dax,1,45,no,?,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely low levels of empathy and a tendency to think of the natural world as having a fixed hierarchy.",false,don't
2014-01-12 12:36:24,2014-01-12 12:40:45,0,,261,1,2014-01-12 12:40:46,R_8BLReVDEkoaB9iJ,,2,7,7,6,6,2,2,2,2,7,7,5,4,4,4,4,4,3,90,90,40,45,75,65,60,65,95,95,15,5,9,dax,1,26,no,People belief in god based on limited information,3,2,2,1,There is a God.,9,there is a God,2,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 12:37:18,2014-01-12 12:41:49,0,,271,1,2014-01-12 12:41:49,R_agSZCGQQtoxP3i5,,2,7,6,4,5,6,6,4,5,7,7,3,1,7,4,7,4,5,100,79,35,50,65,67,70,58,100,100,25,35,9,dax,2,48,no problems,if facts change your belief,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely a tendency to embrace authority and find comfort in the idea that there are correct and incorrect ways to do things.",true,do
2014-01-12 12:36:57,2014-01-12 12:44:43,0,,466,1,2014-01-12 12:44:43,R_e8wcgarJGlPJUtn,,2,2,5,2,4,7,7,1,3,6,7,2,1,5,4,4,4,5,70,40,50,50,40,50,25,25,80,85,20,15,"1,3,4",,2,25,No,Beliefs of average people,3,1,2,1,There is a God.,3,there is a God,7,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that someone is watching over them.",true,do
2014-01-12 12:40:45,2014-01-12 12:45:09,0,,264,1,2014-01-12 12:45:09,R_eWIrX4pljoQyHcx,,2,5,5,4,7,2,5,4,4,6,6,5,6,5,5,5,5,5,25,85,30,10,30,30,20,25,10,30,10,10,9,dax,2,23,No,Testing morals and what people believe,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,5,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that good and bad outcomes are beyond their control.",false,don't
2014-01-12 12:43:39,2014-01-12 12:47:12,0,,213,1,2014-01-12 12:47:12,R_ahgEj376viOhpzL,,2,7,6,7,7,1,1,1,1,7,7,7,6,6,7,7,7,6,80,80,75,70,75,68,50,55,99,30,8,4,9,dax,1,23,No,Differences between religious beliefs and beliefs about animal rights?,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 12:43:29,2014-01-12 12:47:15,0,,226,1,2014-01-12 12:47:15,R_9WWCGsmOKlfO8UR,,2,6,7,7,6,7,6,7,7,7,7,4,4,4,5,5,5,5,70,60,50,50,100,70,60,100,100,100,60,40,"1,4,5",,1,39,No everything went well.,I enjoyed taking this study and it made me really think of how to answer.,2,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,4,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 12:40:15,2014-01-12 12:47:59,0,,464,1,2014-01-12 12:47:59,R_4PziKj2vEgI2W4l,,2,6,5,1,1,7,7,4,7,7,6,1,1,5,1,5,1,2,90,100,40,50,95,95,80,80,95,90,10,5,9,dax,1,63,"No, these questions and scenerios were phrased quite differently than a similar one I did weeks ago.","Respondents cognitive ability to question and comment on spirituality, belief systems, and reasoning.",1,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of high levels of empathy and finding it natural to anthropomorphize non-human animals.",true,do
2014-01-12 12:46:48,2014-01-12 12:49:55,0,,187,1,2014-01-12 12:49:56,R_28ZtVTXyZ9DzINv,,2,7,7,7,7,4,3,4,4,7,7,3,1,6,5,6,5,6,90,95,40,50,50,70,50,50,90,90,20,10,9,dax,1,24,None,Not sure,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 12:46:09,2014-01-12 12:50:21,0,,252,1,2014-01-12 12:50:21,R_egJzTxDimy7AEwR,,2,7,6,6,7,5,5,2,3,7,7,1,1,3,4,4,4,6,100,95,75,50,85,75,65,50,100,100,15,20,9,dax,1,35,no,how believing in god affects belief in science,3,2,2,1,There is a God.,9,there is a God,5,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that they can be trusted to do the right thing.",false,don't
2014-01-12 12:47:18,2014-01-12 12:51:37,0,,259,1,2014-01-12 12:51:38,R_1MMyHZxwu4HwkSh,,2,7,7,7,1,1,1,1,1,5,5,5,1,5,5,3,3,5,90,90,40,70,80,50,70,70,90,80,40,10,9,dax,1,34,White on blue text is hard on the eyes.,Not sure.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely a tendency to reject authority and find comfort in the idea that they can decide the best way to do things.",false,don't
2014-01-12 12:46:40,2014-01-12 12:52:49,0,,369,1,2014-01-12 12:52:49,R_bPkxRvxNk7X20kd,,2,7,7,7,7,1,1,1,1,7,7,6,5,4,4,5,4,5,99,95,60,50,90,85,55,65,100,100,3,1,9,dax,2,20,No. It was very simple.,I really don't know.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of being suspicious of those who are considered experts by the larger community and finding comfort in the idea that everyone’s opinions are equally important.",false,don't
2014-01-12 12:49:05,2014-01-12 12:53:05,0,,240,1,2014-01-12 12:53:05,R_eL1I0pyumb8x1Hv,,2,5,6,6,3,1,1,1,1,6,6,1,1,6,4,3,4,6,70,90,60,45,75,75,70,60,99,95,10,10,9,dax,1,23,no,evolution,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of deferring to those who are considered experts by the larger community and finding comfort in the idea that they don’t have to figure out everything on their own.",true,do
2014-01-12 12:48:38,2014-01-12 12:53:33,0,,295,1,2014-01-12 12:53:33,R_71GeT7kEQV5IkVT,,2,7,6,5,5,7,4,4,6,7,7,3,1,3,3,2,2,5,95,98,80,80,70,60,40,60,98,90,20,10,9,dax,2,29,No,"How easily our beliefs can be changed by introducing a new thought. ",3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 12:39:14,2014-01-12 12:54:24,0,,910,1,2014-01-12 12:54:25,R_5gyN9UO5QJIHFOt,,2,6,4,1,3,7,7,4,4,7,7,2,2,4,4,4,4,4,100,20,75,50,65,90,25,25,100,100,10,5,9,dax,2,29,No,Not sure,2,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,4,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 12:46:55,2014-01-12 12:54:25,0,,450,1,2014-01-12 12:54:25,R_9oYkjduYlcwvE33,,2,7,7,7,7,1,1,1,1,7,7,5,5,4,4,4,4,2,80,70,70,50,70,60,60,70,99,99,10,10,9,dax,1,30,No problems,Moral issues relating to spiritual belief,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that good and bad outcomes have causes that can potentially be identified and controlled.",true,do
2014-01-12 12:50:05,2014-01-12 12:54:29,0,,264,1,2014-01-12 12:54:29,R_9FCrvpcGOcboIiF,,2,6,6,6,7,1,1,1,1,7,6,2,2,6,4,5,4,1,90,99,50,50,80,75,50,75,90,90,20,20,"3,4,5,8",,1,20,No,Defenders of Belief/ Seekers of the truth,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 12:46:30,2014-01-12 12:54:53,0,,503,1,2014-01-12 12:54:53,R_3OXP8qq8NryVVJz,,2,7,5,1,6,7,7,5,6,7,7,7,1,6,6,6,6,6,95,70,25,20,50,50,10,10,100,100,2,10,9,dax,1,48,no,beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,5,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that there are correct and incorrect ways to do things.",true,do
2014-01-12 12:42:42,2014-01-12 12:55:05,0,,743,1,2014-01-12 12:55:05,R_cT4MAweThtzqfTn,,2,7,6,6,6,1,1,1,2,7,7,3,3,7,4,6,4,6,95,85,30,60,70,70,70,70,95,95,25,20,9,dax,2,30,The questions in the example seemed a little confusing. Had to read them 2 - 3 times before I could figure it out.,"Religion, moral values and beliefs.",3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely low levels of empathy and a tendency to consider a situation from the perspective of those in power.",false,don't
2014-01-12 12:49:11,2014-01-12 12:55:16,0,,365,1,2014-01-12 12:55:16,R_2aWFMNLJ9Vuoixv,,2,6,6,6,5,2,2,2,1,7,7,2,2,4,4,4,4,5,85,75,50,65,90,80,70,75,99,99,30,10,9,dax,2,22,Some of the sentences were a little wordy,Animal consumption and morality,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely high levels of empathy and a tendency to anthropomorphize non-human animals.",true,do
2014-01-12 12:51:49,2014-01-12 12:57:18,0,,329,1,2014-01-12 12:57:18,R_2f3xf9qkxShkojX,,2,7,7,6,5,6,6,1,1,6,2,1,1,1,4,1,4,7,90,90,70,60,60,60,80,40,95,60,30,20,9,dax,1,32,No.,Cognitive biases.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely a tendency to embrace authority and find comfort in the idea that good and bad outcomes have causes that can potentially be identified and controlled.",true,do
2014-01-12 12:48:13,2014-01-12 12:58:18,0,,605,1,2014-01-12 12:58:18,R_eal51YTe80aKWt7,,2,7,7,5,4,5,5,4,5,7,7,1,1,6,4,6,4,1,100,99,55,65,50,45,60,45,99,99,25,15,9,dax,2,28,No.,"How we form beliefs? Not really sure. ",3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
