StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q26_18,Q27_29,Q29,Q31,Q33,Q34,Q35,Q36,Q37,Q38,Q81,Q82,Q102,Q103,Q106,CommonUncommon,SeenText,ProperImproper,ReflectText
2017-03-25 12:00:03,2017-03-25 12:03:01,0,100,177,1,2017-03-25 12:03:03,R_85HNzTvsFGBW7vP,anonymous,2,3,5,4,4,2,6,6,1,2,2,1,56,no,not sure,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:05:37,2017-03-25 12:05:57,0,100,20,1,2017-03-25 12:05:59,R_2at0L2Rfa8f44lv,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:05:59,2017-03-25 12:06:02,0,100,3,1,2017-03-25 12:06:03,R_1LclSjogy2XNCUq,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:07:24,2017-03-25 12:07:43,0,100,18,1,2017-03-25 12:07:44,R_3JIT9AN1yrg9mgq,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:07:48,2017-03-25 12:07:52,0,100,4,1,2017-03-25 12:07:54,R_3qPuf9CCDIr6syd,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:06:16,2017-03-25 12:07:54,0,100,97,1,2017-03-25 12:07:56,R_1nSGf0HFmQ4WDr8,anonymous,2,5,2,4,4,6,3,2,3,1,1,2,27,,,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:17,2017-03-25 12:07:56,0,100,99,1,2017-03-25 12:07:58,R_3kuDGZlaJ66Nldy,anonymous,2,2,5,3,4,4,6,5,2,1,1,1,28,,unsure,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:17,2017-03-25 12:07:59,0,100,102,1,2017-03-25 12:08:00,R_1qVVbHYUrHzC8RP,anonymous,2,6,6,2,4,5,5,5,4,2,1,2,30,none,How we feel our belief in God would change based on scientific evidence.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:05:52,2017-03-25 12:08:02,0,100,129,1,2017-03-25 12:08:03,R_2rVFb733TN1sIUy,anonymous,2,3,5,4,3,3,5,4,1,1,1,1,35,no,if I think that mentally unfit people are more likely to believe in God?,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:01,2017-03-25 12:08:04,0,100,62,1,2017-03-25 12:08:05,R_2QMauvbjWvN462D,anonymous,2,5,3,2,4,4,5,3,2,1,1,1,22,no,survey stuff,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:46,2017-03-25 12:08:07,0,100,81,1,2017-03-25 12:08:09,R_SDEigfIL807n8VH,anonymous,2,6,5,3,5,4,6,5,2,1,1,1,25,,religious reasons,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:44,2017-03-25 12:08:07,0,100,83,1,2017-03-25 12:08:09,R_RrYhpbTkxZXbcd3,anonymous,2,1,1,4,4,4,4,4,2,2,2,1,39,no,about how people form relationships with god,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:34,2017-03-25 12:08:44,0,100,130,1,2017-03-25 12:08:46,R_1RMH5T9mSpUd5MB,anonymous,2,1,6,2,4,2,6,6,2,2,1,1,34,,perceptions of beliefs,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:07,2017-03-25 12:08:44,0,100,157,1,2017-03-25 12:08:46,R_1eVr5HdiY9phgkl,anonymous,2,1,1,3,4,4,5,5,1,2,1,1,27,,I think the survey is about finding how people process information.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:34,2017-03-25 12:08:46,0,100,12,1,2017-03-25 12:08:48,R_2VfMl4ntFzQVQVA,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:06:12,2017-03-25 12:08:49,0,100,156,1,2017-03-25 12:08:50,R_1ghmMVIeYuRGDPp,anonymous,2,2,6,4,4,2,5,3,2,2,1,2,27,,God,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:34,2017-03-25 12:08:50,0,100,136,1,2017-03-25 12:08:52,R_2qeXsQkEph9GkM8,anonymous,2,5,5,4,6,6,5,6,1,1,1,2,43,No,Whether people actually believe scientific studies.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:21,2017-03-25 12:08:55,0,100,154,1,2017-03-25 12:08:57,R_2sbsUumvfVPJPQk,anonymous,2,2,4,4,5,5,3,3,1,1,1,1,34,,showing that science and religion are not mutually exclusive,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:05:59,2017-03-25 12:09:06,0,100,186,1,2017-03-25 12:09:08,R_1rlw7JYP1oaNGKU,anonymous,2,1,3,4,4,2,3,5,4,2,1,1,30,,I'm not sure.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:15,2017-03-25 12:09:12,0,100,117,1,2017-03-25 12:09:14,R_3mmgPmg14MuznOZ,anonymous,2,7,1,4,7,7,1,1,4,1,1,2,52,,Belief in God,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:58,2017-03-25 12:09:16,0,100,138,1,2017-03-25 12:09:17,R_2QALI4YEH9ovEUx,anonymous,2,7,1,4,4,4,6,3,1,1,1,1,31,no,perception of faith and science,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:01,2017-03-25 12:09:18,0,100,136,1,2017-03-25 12:09:19,R_2TX10fVaIfjnrtb,anonymous,2,1,4,4,2,1,3,5,4,1,1,2,25,Nope,I liked it :),3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:35,2017-03-25 12:09:19,0,100,163,1,2017-03-25 12:09:20,R_1r1UjDvJpY11tyl,anonymous,2,4,1,4,4,4,4,5,2,1,1,1,34,no nothing,belief in god,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:04,2017-03-25 12:09:27,0,100,203,1,2017-03-25 12:09:28,R_0MWNyHeVoGv1jR7,anonymous,2,6,5,4,3,2,5,3,2,1,2,1,31,This survey worked great for me.,I believe that this study was to have an effect on your religious beliefs.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:02,2017-03-25 12:09:28,0,100,145,1,2017-03-25 12:09:29,R_1pJq2ti0twMsIhh,anonymous,2,3,4,4,6,5,6,4,1,1,1,2,33,no,I am not sure,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:17,2017-03-25 12:09:30,0,100,132,1,2017-03-25 12:09:31,R_1MKGNwngwF2p4n2,anonymous,2,5,5,4,4,4,3,3,2,2,1,2,23,,,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:54,2017-03-25 12:09:32,0,100,158,1,2017-03-25 12:09:34,R_1ery1HiaLLhe89L,anonymous,2,7,7,4,4,4,1,1,2,2,2,1,39,The study was a little confusing to me,I think God is real regardless of a temporal lobe study.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:06,2017-03-25 12:09:39,0,100,153,1,2017-03-25 12:09:40,R_2dlLrSDkKFc7VQl,anonymous,2,2,3,4,4,3,5,6,1,1,1,1,24,,A hypothetical research study & how plausible or implausible it is,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:52,2017-03-25 12:09:45,0,100,173,1,2017-03-25 12:09:47,R_bpAYDbPqPY8p7pL,anonymous,2,2,4,4,4,4,3,5,1,1,1,1,45,I may have gotten 1 or 2 of the comprehension checks wrong; I'm not sure.,Would scientific evidence bolster or undermine religious faith?,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:18,2017-03-25 12:09:46,0,100,148,1,2017-03-25 12:09:48,R_2SDC6dSPT7w22F1,anonymous,2,2,3,4,4,2,5,3,2,1,2,2,27,No,"Does got really exist or is it all in our heads. ",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:35,2017-03-25 12:09:48,0,100,193,1,2017-03-25 12:09:49,R_1Kj7LFMyPii2tnR,anonymous,2,2,4,4,4,3,5,5,1,2,1,2,38,No.,Beliefs in validity of scientific theories in relation to whether or not a person believes in God.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:09,2017-03-25 12:09:50,0,100,221,1,2017-03-25 12:09:52,R_1QGY8QU2LObjfWR,anonymous,2,1,5,4,6,4,6,7,1,1,1,2,23,No,I'm not sure!,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:40,2017-03-25 12:09:53,0,100,192,1,2017-03-25 12:09:55,R_3Ej43m4nOIV3WyH,anonymous,2,7,4,4,4,4,2,3,4,1,1,1,67,no problems,I don't know,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:57,2017-03-25 12:10:02,0,100,185,1,2017-03-25 12:10:04,R_2pWsuQWr8sR8sDr,anonymous,2,7,7,4,4,4,1,1,1,2,1,2,30,,science and belief,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:29,2017-03-25 12:10:04,0,100,215,1,2017-03-25 12:10:06,R_1jO1rnSLc9JfHcR,anonymous,2,1,4,4,6,6,5,3,4,1,1,2,25,none,About how people understand study findings and whether or not they believe them based on their own beliefs,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:41,2017-03-25 12:10:14,0,100,92,1,2017-03-25 12:10:15,R_1Qc3Prtt4w2GQjO,anonymous,2,1,1,4,5,5,2,1,2,2,1,2,30,no issues,beliefs of god and science,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:15,2017-03-25 12:10:16,0,100,180,1,2017-03-25 12:10:17,R_2TzRhJVp18VII4z,anonymous,2,1,6,3,4,4,5,6,4,1,1,1,55,,a scientific basis for religious experience,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:05:48,2017-03-25 12:10:17,0,100,269,1,2017-03-25 12:10:19,R_R8IoB6slmnFq0Lf,anonymous,2,6,2,4,4,4,5,3,1,1,1,1,44,no problems,understanding people's feelings about belief,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:12,2017-03-25 12:10:19,0,100,66,1,2017-03-25 12:10:20,R_Azk2ubE5pGx8reN,anonymous,2,5,5,2,5,4,5,5,3,1,1,1,24,none,personality,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:33,2017-03-25 12:10:19,0,100,165,1,2017-03-25 12:10:20,R_3fdeVeYf4qYmXQF,anonymous,2,7,6,3,4,3,5,5,4,2,1,2,58,no,I don't know.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:02,2017-03-25 12:10:22,0,100,139,1,2017-03-25 12:10:23,R_3CEgSo7Y1Sc9clG,anonymous,2,4,3,4,6,6,4,5,2,1,1,1,37,no,beliefs about scientific findings,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:26,2017-03-25 12:10:24,0,100,117,1,2017-03-25 12:10:25,R_1P6NMO96QMt3FYp,anonymous,2,1,7,2,4,1,7,7,4,2,1,2,48,,,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:05:56,2017-03-25 12:10:23,0,100,267,1,2017-03-25 12:10:25,R_2AWFoWRvZbourgI,anonymous,2,2,7,4,7,4,6,7,1,1,1,1,31,no,"The correlation between brain activity and belief system, and how it reinforces a person's beliefs",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:16,2017-03-25 12:10:25,0,100,69,1,2017-03-25 12:10:26,R_erFzF6NrJIDjgZP,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:06:31,2017-03-25 12:10:30,0,100,239,1,2017-03-25 12:10:32,R_1I5h4SI07VrUFvC,anonymous,2,2,5,4,6,4,6,7,4,1,1,2,33,No,to see how people identify with beliefs?,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:12,2017-03-25 12:10:31,0,100,79,1,2017-03-25 12:10:32,R_RVJLAHJFe2PABgd,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:06:21,2017-03-25 12:10:30,0,100,249,1,2017-03-25 12:10:33,R_6m7CI6A5G0ZhxTP,anonymous,2,6,5,4,4,4,5,3,4,2,2,1,27,No,If people are willing to change their views on religion based on research,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:28,2017-03-25 12:10:33,0,100,245,1,2017-03-25 12:10:35,R_XQYBFGJdzWVcSCl,anonymous,2,7,6,4,4,4,4,3,1,1,1,2,57,none,belief in God and the effects on the mind,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:25,2017-03-25 12:10:33,0,100,187,1,2017-03-25 12:10:35,R_zeEU3P8s5rD8Re9,anonymous,2,2,6,3,4,2,6,6,1,1,1,1,45,no,dunno,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:14,2017-03-25 12:10:36,0,100,262,1,2017-03-25 12:10:37,R_UK0ZKP1LTXp3Bux,anonymous,2,6,3,4,3,4,2,3,1,2,1,1,27,no,To understand how people perceive evidence that suggests that belief in God is the result of improper functioning of the temporal lobe.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:44,2017-03-25 12:10:38,0,100,173,1,2017-03-25 12:10:39,R_2rx9OjvwVonf1sG,anonymous,2,1,4,4,6,4,4,2,2,1,1,1,31,no,whether things can change our thoughts or make our thoughts stronger about a belief,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:05:59,2017-03-25 12:10:48,0,100,288,1,2017-03-25 12:10:49,R_2ydZnl6WkDDWDYW,anonymous,2,7,7,4,4,7,7,7,4,2,1,1,28,na,belief in God.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:23,2017-03-25 12:10:54,0,100,270,1,2017-03-25 12:10:55,R_BXRqj7nRwaDZ9L3,anonymous,2,1,5,4,7,4,3,3,1,1,1,1,44,None,No Idea,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:04,2017-03-25 12:10:53,0,100,169,1,2017-03-25 12:10:55,R_UryZpf7mCQ0qQhP,anonymous,2,2,5,4,2,2,6,5,2,1,1,1,24,,Our reliability and trust in modern science and research.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:25,2017-03-25 12:10:55,0,100,150,1,2017-03-25 12:10:57,R_0v8FYiXTXALkb8B,anonymous,2,1,1,4,4,4,2,1,3,1,1,1,58,no,Religious beliefs,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:10,2017-03-25 12:10:58,0,100,288,1,2017-03-25 12:11:00,R_3m8uFLP67ws9rnr,anonymous,2,3,5,4,4,3,6,5,4,2,1,1,34,No problems at all,Whether facts decrease belief.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:55,2017-03-25 12:10:59,0,100,123,1,2017-03-25 12:11:01,R_2U32mYsxVZfJTEY,anonymous,2,2,2,4,3,4,3,2,1,2,1,1,26,,,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:33,2017-03-25 12:11:02,0,100,208,1,2017-03-25 12:11:03,R_1LLK5nTmLPtk6uh,anonymous,2,2,5,4,4,3,5,6,2,1,1,1,30,I was a little confused but It might have been my fault reading it wrong.,How much we are able to shift our views.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:53,2017-03-25 12:11:03,0,100,250,1,2017-03-25 12:11:05,R_U9Me9jHAmPlEMyB,anonymous,2,1,5,4,4,5,3,5,4,2,1,1,38,No.,I think this survey is about brain structures and its correlation to peoples' belief in God.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:27,2017-03-25 12:11:05,0,100,217,1,2017-03-25 12:11:07,R_eY7PsucqHuROAkF,anonymous,2,7,6,4,4,4,4,6,1,1,1,2,32,no problems,research,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:13,2017-03-25 12:11:12,0,100,179,1,2017-03-25 12:11:14,R_2xzWsyTeoi70oIf,anonymous,2,7,4,4,3,3,2,2,3,2,2,1,23,no,if people would still believe in god,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:33,2017-03-25 12:11:14,0,100,221,1,2017-03-25 12:11:16,R_27jOyuIL1db6LbV,anonymous,2,1,5,4,3,1,7,7,1,2,1,1,29,,I think you are trying to understand how the presentation of scientific findings effect how people think others will react to that information.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:07,2017-03-25 12:11:15,0,100,308,1,2017-03-25 12:11:17,R_x57fKbHdbyX47nj,anonymous,2,2,2,4,6,6,4,3,1,2,1,2,39,no,not sutr,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:59,2017-03-25 12:11:19,0,100,199,1,2017-03-25 12:11:21,R_1IsWUMeMt8kLDTU,anonymous,2,2,5,3,5,4,5,4,1,1,1,2,30,"No, it seemed clear to me.","It was obviously about whether I believe in God, how I view research about belief and how I predict others would view the same research. What exactly you predict the correlation among those things is, I'm not sure.",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:08,2017-03-25 12:11:31,0,100,143,1,2017-03-25 12:11:32,R_3P5ogaCITcz1AQi,anonymous,2,5,5,4,3,3,3,3,4,2,1,1,22,,biases towards religion,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:14,2017-03-25 12:11:45,0,100,210,1,2017-03-25 12:11:47,R_eIBNsFey9E8oYXn,anonymous,2,1,1,4,6,6,4,3,4,2,1,1,30,No issues. Thanks,assessing defects with religion (intangible),3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:19,2017-03-25 12:11:55,0,100,275,1,2017-03-25 12:11:56,R_yxQ6pmIlneSKASZ,anonymous,2,7,4,3,4,4,3,3,4,2,1,1,33,No,How people's regions devotion affects their view of scientific discoveries.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:53,2017-03-25 12:12:02,0,100,188,1,2017-03-25 12:12:03,R_2ASfMZONIdMbjnz,anonymous,2,7,5,4,7,4,4,3,4,1,1,2,60,no,"how our belief in God can be justified or altered, depending on the information presented to us. ",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:12,2017-03-25 12:12:03,0,100,350,1,2017-03-25 12:12:04,R_21vuY0HLCYDxp4Z,anonymous,2,1,7,3,4,2,6,7,1,1,1,2,41,no,If scientific research concerning the proof of God changes someones faith.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:58,2017-03-25 12:12:06,0,100,8,1,2017-03-25 12:12:07,R_3sp6LyT1OgtPuMw,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:09:33,2017-03-25 12:12:06,0,100,153,1,2017-03-25 12:12:08,R_4TqmuREdSdLCbJv,anonymous,2,2,5,4,4,2,5,6,1,2,1,2,36,No problems,Not sure,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:39,2017-03-25 12:12:12,0,100,152,1,2017-03-25 12:12:13,R_1BSgoBah2zYoffI,anonymous,2,1,1,4,6,1,2,2,1,2,1,1,38,,fale belief,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:36,2017-03-25 12:12:14,0,100,278,1,2017-03-25 12:12:16,R_2uNwEe7jtqrn6WL,anonymous,2,7,6,3,6,6,5,5,3,1,1,2,45,no,Brain activity,2,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:07,2017-03-25 12:12:16,0,100,308,1,2017-03-25 12:12:17,R_2CxGnuq511arriM,anonymous,2,1,4,4,4,4,3,4,1,1,1,2,62,No,See whether you believe in this study and the belief your brain changes patterns of activity if you believe in God vs not believing in God.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
