StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q26_18,Q13,Q13_9_TEXT,Q19,Q81,Q82,Q102,Q103,Q106,GodAtheism,GodAtheismLanguage,NormalAbnormal,PossessLack,Explanation
2014-05-04 11:36:14,2014-05-04 11:36:22,0,,8,1,2014-05-04 11:36:23,R_2a85XMR7dQ1xfzT,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 11:34:36,2014-05-04 11:37:43,0,,187,1,2014-05-04 11:37:44,R_5alBMLnf5kVDUnH,,2,20,18,18,19,20,20,20,5,9,dax,7,1,48,n/a,I haven't the slightest idea...?,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 11:44:46,2014-05-04 11:46:13,0,,87,1,2014-05-04 11:46:13,R_8llteNnTFUsw4Qd,,2,20,21,20,20,20,20,19,7,9,dax,5,2,34,,"a survey about your beliefs ",,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 14:21:16,2014-05-04 14:25:22,0,,246,1,2014-05-04 14:25:22,R_bOebSk8qcvMgWYB,,2,20,19,19,18,19,20,20,7,9,dax,6,2,66,no,beliefs vs science,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:18:35,2014-05-04 14:25:36,0,,421,1,2014-05-04 14:25:37,R_2aSUvrtxjgusWkR,,2,21,17,20,21,19,21,20,7,9,dax,,1,45,No,Is belief in a greater power possibly governed to some degree by neurological conditions.,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:21:57,2014-05-04 14:27:42,0,,345,1,2014-05-04 14:27:43,R_8680wk7lLFt7bdH,,2,16,16,16,16,18,21,21,7,9,dax,6,2,53,No,"Whether the sources that fund or sponsor research have an influence on its outcome ",3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 14:28:23,2014-05-04 14:28:27,0,,4,1,2014-05-04 14:28:27,R_6YvUiwptAELxPkF,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 14:36:58,2014-05-04 14:43:44,0,,406,1,2014-05-04 14:43:45,R_cC6UMVjtbf4Fk2h,,2,19,18,19,17,15,21,21,6,9,dax,6,2,43,when choosing which question(s) were not asked i chose high school sociology. i believe it was just asked about high school in general and high school theology. thank you,whether believers are open to there being a reason why they believe instead of just believing because it is.,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 14:43:09,2014-05-04 14:44:43,0,,94,1,2014-05-04 14:44:44,R_87lmrEkMycRNwEZ,,2,21,21,21,21,21,21,21,1,9,dax,3,1,24,None,About atheism and supporting evidence.,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:44:16,2014-05-04 14:45:20,0,,64,1,2014-05-04 14:45:21,R_0k31OABkAedNcmF,,2,18,17,17,,16,18,18,2,9,dax,"5,6",1,23,n/a,n/a,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:46:26,2014-05-04 14:48:43,0,,137,1,2014-05-04 14:48:43,R_bpB2xz5A5mjDDxz,,2,16,15,16,15,16,21,21,4,9,dax,6,1,55,na,not real sure,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 14:45:19,2014-05-04 14:48:45,0,,206,1,2014-05-04 14:48:46,R_6GuEPtxE6QoQeWh,,2,20,20,19,19,20,21,20,7,9,dax,6,1,23,,Correlating theism and the acceptance of scientific evidence.,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:53:15,2014-05-04 14:53:21,0,,6,1,2014-05-04 14:53:22,R_a2AyNKxswO6wrQh,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 14:48:04,2014-05-04 14:53:34,0,,330,1,2014-05-04 14:53:35,R_5vvBt3LQFRG0Qh7,,2,20,20,19,18,18,20,21,7,9,Dax,6,2,69,No,Beliefs in religion,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 14:54:28,2014-05-04 14:56:19,0,,111,1,2014-05-04 14:56:19,R_4N74ULNnDhO7dwV,,2,19,19,19,19,19,19,19,1,9,dax,,1,33,no,perceptions,1,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 15:01:33,2014-05-04 15:04:54,0,,201,1,2014-05-04 15:04:55,R_bPzmn8H8EsTX8Ff,,2,20,19,19,20,19,20,19,2,9,dax,6,1,25,no,Reactions to a greater understanding of the brain.,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 15:01:42,2014-05-04 15:05:07,0,,205,1,2014-05-04 15:05:08,R_3CdERpgGYVrQZlX,,2,19,19,19,19,19,19,20,5,9,dax,5,2,28,no,,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 15:33:27,2014-05-04 15:38:23,0,,296,1,2014-05-04 15:38:24,R_1ztZJx0fCNDFCU5,,2,19,19,19,19,20,19,20,1,9,dax,6,1,45,No confusion,religious belief and views on scientific studies,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 15:45:40,2014-05-04 15:48:29,0,,169,1,2014-05-04 15:48:30,R_3kDZiL6jB0obDb7,,2,17,18,17,18,17,19,19,2,9,dax,,1,31,No,How people view research that goes with or against their beliefs.,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 16:11:14,2014-05-04 16:14:21,0,,187,1,2014-05-04 16:14:21,R_dp8stuRT37B5lhX,,2,19,16,16,19,17,21,20,4,9,dax,6,1,32,none,critical thinking exercise,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 16:36:06,2014-05-04 16:38:32,0,,146,1,2014-05-04 16:38:33,R_3DTBBKxdrOIXbO5,,2,19,19,20,18,19,19,19,7,9,dax,"2,3,6",2,23,no,beliefs,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 16:33:44,2014-05-04 16:39:33,0,,349,1,2014-05-04 16:39:34,R_73yHBGvN15uR0k5,,2,21,20,20,18,19,21,21,4,9,dax,6,2,59,no problems,how people believe or not believe the validity of the results of a study based solely on the presentation of the results of a study,2,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 16:50:35,2014-05-04 16:52:53,0,,138,1,2014-05-04 16:52:54,R_0chMYkEQ5flq21f,,2,17,17,16,18,17,19,20,6,9,Dax,6,1,45,No,Not sure,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 16:57:52,2014-05-04 17:00:08,0,,136,1,2014-05-04 17:00:08,R_6LPPafmXK4xHyyV,,2,18,16,18,18,17,19,18,7,9,dax,6,2,26,No,Opinions about atheism and education in schools relating to religion,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 17:37:51,2014-05-04 17:41:40,0,,229,1,2014-05-04 17:41:40,R_barbC1DXbYa3smF,,2,21,18,19,20,19,20,21,6,9,dax,6,2,46,No,"Whether people believe the concept of God has a scientific basis. ",3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 17:40:09,2014-05-04 17:42:48,0,,159,1,2014-05-04 17:42:49,R_eWEL31mnQNuRLVj,,2,15,18,18,16,15,21,21,1,9,DAX,6,2,51,NO,OUR RELIGIOUS BELIEFS,1,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 17:43:21,2014-05-04 17:46:24,0,,183,1,2014-05-04 17:46:25,R_0JrSGWVVS2fEbLT,,2,20,17,18,19,17,20,20,3,9,dax,6,2,19,No.,I think this survey is about if one's religious beliefs tie into if they think something like a scientific finding should be found.,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 18:16:43,2014-05-04 18:19:18,0,,155,1,2014-05-04 18:19:18,R_6G0DAPEuz7OOx13,,2,19,18,18,19,16,19,20,4,9,dax,,2,26,No,to see how people percieve new information,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 18:26:57,2014-05-04 18:28:21,0,,84,1,2014-05-04 18:28:22,R_cOAU8ubBmhwI6eV,,2,19,19,20,20,19,18,21,5,9,dax,,1,21,None,Perceptions on research methods,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 18:36:27,2014-05-04 18:39:52,0,,205,1,2014-05-04 18:39:53,R_9yIsqO69rO2zP9P,,2,15,18,18,18,15,18,18,4,9,dax,,1,26,no,religion,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 14:43:00,2014-05-04 14:43:43,0,,43,0,2014-05-04 18:43:46,R_doHb6WV5kOdnEtT,,2,18,20,16,17,16,17,19,3,9,dax,5,1,23,,,,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 18:51:36,2014-05-04 18:51:40,0,,4,1,2014-05-04 18:51:41,R_3ErpkoJy99MSKt7,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 18:47:51,2014-05-04 18:54:57,0,,426,1,2014-05-04 18:54:58,R_b7XmL355ZYpjd3f,,2,20,16,16,17,19,19,20,3,9,dax,,1,46,no,not really sure,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 18:57:32,2014-05-04 19:01:36,0,,244,1,2014-05-04 19:01:36,R_3gBIq5I2Z3XOJXT,,2,17,17,18,17,15,20,18,5,9,dax,,2,43,No problems.,"Not sure, actually.  I was trying to figure that out.",3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 19:00:27,2014-05-04 19:02:04,0,,97,1,2014-05-04 19:02:04,R_8wEuA1kSAcxJ1Bj,,2,18,15,15,16,19,20,21,2,9,dax,"2,6",1,22,,,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:02:08,2014-05-04 19:04:53,0,,165,1,2014-05-04 19:04:53,R_5jURg9zOTrfwQJL,,2,15,15,15,16,15,18,20,1,9,dax,,1,36,no,I think it was about whether or not religious beliefs affects views on government funding.,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:34:45,2014-05-04 19:36:16,0,,91,1,2014-05-04 19:36:16,R_3Vub3LXbsKMLyi9,,2,18,19,20,19,17,19,20,7,9,dax,5,1,29,na,I don't know,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:37:39,2014-05-04 19:40:01,0,,142,1,2014-05-04 19:40:01,R_emp3lN26jYSZzF3,,2,20,19,19,19,20,20,20,2,9,dax,6,1,25,none,not sure,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 19:37:17,2014-05-04 19:40:09,0,,172,1,2014-05-04 19:40:09,R_4OBN2tlDHkSdrtb,,2,19,19,20,19,20,20,19,3,9,dax,6,1,25,NA,perception,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:39:53,2014-05-04 19:42:10,0,,137,1,2014-05-04 19:42:10,R_8qUka5Ozu98187b,,2,20,19,19,17,18,19,21,1,9,dax,5,1,30,no,I don't know,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:45:22,2014-05-04 19:48:29,0,,187,1,2014-05-04 19:48:30,R_3C027FxT2l3hvzT,,2,17,17,17,18,17,20,20,2,9,dax,6,2,50,everything was fine,religious belief vs bias in scientific research,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 19:46:28,2014-05-04 19:50:03,0,,215,1,2014-05-04 19:50:04,R_bmhQnjP7Q3m7WJv,,2,19,17,17,16,15,17,20,7,9,dax,,2,29,No issues,If people who believe in God will answer the questions differently compared to those who don't believe.,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 19:50:53,2014-05-04 19:53:39,0,,166,1,2014-05-04 19:53:39,R_a5cotjvq1r4ujrL,,2,21,21,21,21,21,15,21,7,9,dax,6,1,29,No,,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 16:14:18,2014-05-04 16:14:24,0,,6,0,2014-05-04 20:14:26,R_benvKkn73Ttq6fr,,2,,,,,,,,,,,,,,,,,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 20:21:14,2014-05-04 20:22:05,0,,51,1,2014-05-04 20:22:05,R_1Y8lQl9YAYVk5E1,,2,17,19,17,19,20,20,21,6,9,dax,2,1,21,no,not sure,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
