StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q14,Q17,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,True,Do,NormallyAbnormally,Domain
2013-12-25 12:50:57,2013-12-25 12:57:25,0,,388,1,2013-12-25 12:57:26,R_b9HXQLmPpzl8udn,,2,6,4,5,6,2,2,2,2,7,7,3,3,6,3,6,4,85,65,75,81,45,40,25,40,100,100,30,33,9,dax,1,24,No,Interesting,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,3,true,do,abnormally,moral
2013-12-25 12:55:39,2013-12-25 12:59:30,0,,231,1,2013-12-25 12:59:30,R_1X5rFaPwMsfePul,,2,2,5,4,4,7,6,5,6,7,7,2,2,4,5,6,6,70,80,90,75,80,60,60,65,99,95,10,25,9,dax,1,32,,I have no idea,3,1,2,1,There is a God.,3,there is a God,7,true,do,normally,religious
2013-12-25 13:07:03,2013-12-25 13:13:03,0,,360,1,2013-12-25 13:13:04,R_0J29BaJPrpKVnaB,,2,7,5,4,5,7,7,2,7,7,7,1,1,4,4,4,4,99,90,50,70,75,60,50,45,90,98,5,2,9,dax,1,19,none,interesting not sure how it effects us though,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,true,do,normally,moral
2013-12-25 13:47:36,2013-12-25 13:50:09,0,,153,1,2013-12-25 13:50:10,R_3OsO1saN17rtVHL,,2,7,5,7,7,1,1,4,1,7,6,5,2,6,5,5,2,90,70,50,70,60,50,80,40,90,70,30,20,9,dax,1,22,no,no idea,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,normally,scientific
2013-12-25 13:45:22,2013-12-25 13:51:48,0,,386,1,2013-12-25 13:51:49,R_0ohoDwMaCMCRDud,,2,7,7,7,6,1,1,1,1,7,6,3,1,4,4,4,4,100,100,80,80,60,30,50,40,100,100,10,10,9,dax,1,28,,whether embodied foudation of moral compass affect its validity,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,3,true,do,abnormally,moral
2013-12-25 13:48:00,2013-12-25 13:56:25,0,,505,1,2013-12-25 13:56:25,R_b3gJd5X1ilVC8hD,,2,6,6,6,6,6,6,4,4,7,7,1,1,4,3,4,4,95,95,70,60,80,80,40,50,100,100,10,10,9,dax,1,24,,About beliefs and how they can be changed by interesting information on the brain.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,abnormally,scientific
2013-12-25 13:54:29,2013-12-25 13:56:55,0,,146,1,2013-12-25 13:56:56,R_e2sbOXZC0kheLlP,,2,5,3,4,4,3,3,3,5,5,2,2,4,3,,3,3,50,24,44,40,45,40,100,84,10,44,56,100,9,dax,2,29,no,paying attention,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,3,true,do,abnormally,religious
2013-12-25 13:51:20,2013-12-25 13:57:50,0,,390,1,2013-12-25 13:57:51,R_2nQpNRCUUaLuywt,,2,6,6,6,6,4,4,2,2,7,7,3,2,4,5,4,4,99,75,60,60,50,50,40,40,99,98,25,5,9,dax,2,41,,How information influences one's belief (?),3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 13:45:56,2013-12-25 13:59:10,0,,794,1,2013-12-25 13:59:11,R_3JEibNznlL1rzz7,,2,7,6,2,5,2,2,2,2,7,7,,2,6,4,4,5,90,90,50,75,55,55,70,40,100,100,10,2,9,dax,1,24,Nope,If learning about how the brain functions will change their beliefs.,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 13:55:00,2013-12-25 13:59:36,0,,276,1,2013-12-25 13:59:36,R_3O7omNFWgRQhYS9,,2,7,6,7,7,4,4,4,4,7,7,4,4,4,5,3,5,85,60,70,55,70,65,40,50,95,80,60,40,9,dax,2,22,No.,This survey was about the linkage between two areas of the brain.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,abnormally,scientific
2013-12-25 13:52:35,2013-12-25 13:59:48,0,,433,1,2013-12-25 13:59:49,R_ex7hcGTM8celrcp,,2,4,7,6,4,6,7,4,4,7,7,1,4,6,6,6,4,99,99,70,50,70,80,50,70,99,99,20,20,9,dax,2,20,"when asked if germs could cause diseases, the question wouldn't let me select anything about strongly agree, so i selected neither agree or disagree. if this could be noted as my true answer, this is what i actually thought.",belief in spiritual things/fate/predetermined destinies and moral values combined?,3,2,2,1,There is a God.,9,there is a God,6,true,do,normally,religious
2013-12-25 13:53:26,2013-12-25 14:00:19,0,,413,1,2013-12-25 14:00:20,R_cxcETVyTyKiCKKp,,2,5,4,4,6,2,4,3,3,5,6,3,3,5,5,6,6,35,50,20,65,50,50,35,30,80,80,15,15,9,dax,1,20,N/A,How likely someone is to believe even more in what they believe in if it is indicated by a test of the posterior striatum cortex.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,4,true,do,normally,scientific
2013-12-25 13:55:11,2013-12-25 14:00:29,0,,318,1,2013-12-25 14:00:30,R_8owu6H6dKcEVzql,,2,7,7,7,5,2,1,1,1,6,6,1,1,3,4,3,4,99,99,85,75,50,5,20,10,99,95,10,5,9,dax,1,20,Wording of questions (constantly altering between questions about Michael's choice and my choice with a lot of copied text) was confusing,Does the presence of scientific evidence change beliefs?,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,abnormally,religious
2013-12-25 13:56:51,2013-12-25 14:00:34,0,,223,1,2013-12-25 14:00:34,R_0cdBTZzuJhtdx0p,,2,7,6,7,6,6,7,4,4,7,7,3,2,4,4,4,4,80,80,50,60,75,40,40,56,90,90,25,25,9,dax,2,32,,Spirituality in America,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,3,true,do,abnormally,moral
2013-12-25 13:55:16,2013-12-25 14:00:45,0,,329,1,2013-12-25 14:00:46,R_a021qRNffQBUwT3,,2,6,4,6,7,7,7,4,6,7,7,4,4,4,4,4,4,90,90,90,90,60,80,50,50,100,100,50,50,"1,3,4",,1,36,none,Observing beliefs before and after some evidence is given to the contrary.,3,2,2,1,There is a God.,9,there is a God,7,true,do,abnormally,religious
2013-12-25 13:55:13,2013-12-25 14:00:49,0,,336,1,2013-12-25 14:00:50,R_7PYNTkZJT9TQ4pn,,2,6,6,6,6,3,1,1,1,6,6,2,1,3,4,2,4,70,60,30,40,80,45,70,30,95,90,10,10,9,dax,1,22,There was a spelling error on one of the main questions,,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,abnormally,scientific
2013-12-25 13:54:36,2013-12-25 14:02:38,0,,482,1,2013-12-25 14:02:39,R_e4nYeIEfKIgOFvf,,2,4,5,3,5,7,3,5,6,7,7,2,2,5,6,6,5,70,70,45,60,90,70,90,80,90,95,10,30,9,dax,2,28,,do not know,3,1,2,1,There is a God.,3,there is a God,7,true,do,abnormally,religious
2013-12-25 13:56:01,2013-12-25 14:03:32,0,,451,1,2013-12-25 14:03:32,R_1WUcHkc62ZpNRGZ,,2,7,7,5,5,5,4,4,2,7,7,4,2,5,4,4,4,90,90,70,80,50,50,60,40,95,95,15,20,9,dax,1,36,No problems.,How outside influences affect belief.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,true,do,normally,scientific
2013-12-25 13:54:02,2013-12-25 14:03:45,0,,583,1,2013-12-25 14:03:45,R_0cQW5c7rEDB1X5r,,2,6,6,1,3,7,7,6,6,7,7,2,2,4,4,5,5,80,75,10,50,80,95,60,80,99,95,30,1,9,dax,2,51,no,To study what people believe.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,normally,moral
2013-12-25 13:47:17,2013-12-25 14:04:00,0,,1003,1,2013-12-25 14:04:00,R_aYjgSCK1LAakwVn,,2,7,7,7,6,4,7,1,1,7,7,4,1,6,6,6,6,0,25,0,0,0,25,0,0,50,0,0,0,9,dax,2,51,,,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,abnormally,scientific
2013-12-25 13:55:41,2013-12-25 14:05:14,0,,573,1,2013-12-25 14:05:15,R_dnCTwUtkfgXzWg5,,2,6,6,6,4,4,2,2,2,6,6,3,2,3,4,5,5,60,70,60,60,80,90,70,80,90,75,20,10,9,dax,1,37,no,"Morals and science. ",3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,true,do,abnormally,moral
2013-12-25 13:59:34,2013-12-25 14:05:55,0,,381,1,2013-12-25 14:05:55,R_9mEAjCBUCUuxGlf,,2,6,6,1,6,7,7,7,7,7,7,2,2,3,4,3,4,90,90,20,75,80,80,50,40,100,100,80,20,9,dax,2,29,,How science can possibly affect someone's belief.,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 13:57:03,2013-12-25 14:06:12,0,,549,1,2013-12-25 14:06:13,R_23nwFSynZF2VlEF,,2,7,7,6,6,3,2,2,2,7,7,3,3,4,4,4,4,99,99,60,52,85,90,30,65,99,99,15,15,9,dax,1,26,"There was a sentence issue at the beginning of one of the question where it repeated the same words in succession.  ",Religious perceptions.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,2,true,do,normally,religious
2013-12-25 14:02:23,2013-12-25 14:07:22,0,,299,1,2013-12-25 14:07:22,R_2r6BFmMxXf6RAz3,,2,7,7,7,6,3,3,3,3,7,7,2,1,4,4,4,4,75,75,50,99,75,75,25,75,100,99,5,2,9,dax,1,28,no,I think this survey was about how a person's believe would be effected by knowledge of how their brains interpret beliefs.,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 14:02:37,2013-12-25 14:07:55,0,,318,1,2013-12-25 14:07:56,R_8rkXwymZWkUXcQR,,2,5,2,6,2,6,6,2,7,7,6,6,5,4,4,4,4,50,20,50,25,75,50,80,35,100,100,50,10,9,dax,1,25,No.,What people think about others and their beliefs.,3,1,2,1,There is a God.,3,there is a God,6,true,do,abnormally,religious
2013-12-25 14:01:20,2013-12-25 14:09:15,0,,475,1,2013-12-25 14:09:15,R_5dRWdH0Ww4Qi9bD,,2,1,6,7,7,2,1,1,1,7,7,3,3,5,4,4,4,70,50,40,40,78,35,30,55,90,95,20,10,9,dax,1,23,,,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,normally,scientific
2013-12-25 13:58:39,2013-12-25 14:09:59,0,,680,1,2013-12-25 14:09:59,R_24WTyI3EDdhvL4V,,2,7,7,7,7,4,1,1,1,7,7,5,5,4,4,4,4,100,100,60,80,40,30,40,40,100,100,50,50,9,dax,1,27,No,Getting a general idea of people's belief system in relation to evidence.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,normally,scientific
2013-12-25 13:59:11,2013-12-25 14:11:00,0,,709,1,2013-12-25 14:11:01,R_1zFEfyzL49DJHW5,,2,7,5,7,5,2,1,1,1,7,7,1,1,4,4,4,4,95,85,70,55,65,55,65,60,99,95,10,10,9,dax,1,28,,Religious beliefs.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,normally,religious
2013-12-25 14:12:59,2013-12-25 14:13:08,0,,9,1,2013-12-25 14:13:08,R_0eaVF9DhlKIxgpv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25 14:06:04,2013-12-25 14:15:33,0,,569,1,2013-12-25 14:15:34,R_dbq16tII1I9RZHv,,2,5,4,6,6,2,2,2,1,7,7,5,2,5,5,6,5,75,30,50,45,30,60,10,60,90,65,25,5,9,dax,1,31,The 2nd question where I was to determine my own brain activity's affect on my decision making.  I had a hard time understanding this section.,One's belief in a spiritual being in relation to believing or understanding science fact.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,5,true,do,normally,scientific
2013-12-25 14:14:51,2013-12-25 14:17:11,0,,140,1,2013-12-25 14:17:12,R_3jF4TgjvEEX36wR,,2,5,4,5,3,2,4,3,2,6,7,4,3,5,5,5,6,60,80,80,70,80,40,50,50,80,90,100,80,9,dax,1,24,no,I am not sure,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,5,true,do,normally,scientific
2013-12-25 14:10:33,2013-12-25 14:17:30,0,,417,1,2013-12-25 14:17:31,R_djzM9Rm7e7VgSFL,,2,7,7,7,7,1,1,1,1,6,7,2,1,4,4,4,4,99,99,50,50,50,50,20,50,99,98,5,0,9,dax,1,21,,It was fun to think about what I truly believe in.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,abnormally,moral
